Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Previous_Loan_Taken,Cibil_Score,Property_Area,Customer_Bandwith,Tenure,Loan_Status
LP002450,33,Male,Yes,3,Graduate,No,89807,578667,No,799,Rural,Good,13,Yes
LP002471,50,Male,No,5,Graduate,No,54046,272018,Yes,893,Rural,Good,39,Yes
LP002476,28,Female,Yes,4,Not Graduate,No,30862,233588,Yes,680,Urban,Good,33,No
LP002482,51,Female,No,4,Graduate,Yes,24122,933829,Yes,751,Rural,Good,13,No
LP002485,31,Male,No,4,Graduate,No,51629,388902,Yes,653,Semiurban,Good,28,No
LP002495,21,Male,Yes,0,Graduate,No,56404,490674,No,376,Semiurban,Bad,45,Yes
LP002496,41,Female,No,4,Graduate,No,25878,458588,No,871,Semiurban,Good,29,Yes
LP002523,22,Male,Yes,1,Graduate,No,27982,862416,Yes,636,Semiurban,Medium,44,No
LP002542,35,Male,Yes,1,Graduate,,84092,575143,Yes,808,Urban,Good,20,No
LP002550,18,Female,No,0,Graduate,No,51747,620588,Yes,616,Semiurban,Medium,39,No
LP002551,30,Male,Yes,1,Not Graduate,,80297,740422,No,310,Semiurban,Bad,42,Yes
LP002553,23,,No,4,Graduate,No,95180,425901,Yes,738,Semiurban,Good,46,No
LP002554,46,Male,No,4,Graduate,No,63267,216267,Yes,819,Semiurban,Good,15,No
LP002561,30,Male,Yes,0,Graduate,No,94690,596006,Yes,796,Rural,Good,46,No
LP002566,32,Female,No,5,Graduate,No,95738,869641,Yes,814,Urban,Good,24,No
LP002568,56,Male,No,5,Not Graduate,No,25971,415766,Yes,703,Rural,Good,38,No
LP002570,60,Female,Yes,0,Graduate,No,89252,539753,Yes,807,Urban,Good,28,No
LP002572,55,Male,Yes,0,Graduate,,96516,542431,Yes,679,Urban,Good,28,No
LP002581,53,Male,Yes,1,Not Graduate,No,66608,311597,Yes,713,Rural,Good,30,No
LP002584,59,Male,No,2,Graduate,,47879,647721,Yes,770,Rural,Good,13,No
LP002592,22,Male,No,5,Graduate,No,88724,131670,Yes,873,Urban,Good,20,No
LP002593,35,Male,Yes,3,Graduate,No,26866,197623,Yes,711,Urban,Good,19,No
LP002599,38,Male,Yes,4,Graduate,No,71163,602306,Yes,666,Semiurban,Good,20,No
LP002604,33,Male,Yes,5,Graduate,No,41618,428685,Yes,680,Urban,Good,20,No
LP002605,53,Male,No,1,Not Graduate,No,60649,954177,Yes,561,Rural,Medium,48,Yes
LP002609,41,Female,Yes,0,Graduate,No,60788,135075,No,834,Urban,Good,42,Yes
LP002610,57,Male,Yes,4,Not Graduate,,36667,562685,Yes,826,Urban,Good,14,No
LP002612,49,Female,Yes,2,Graduate,No,49752,488571,Yes,836,Semiurban,Good,38,No
LP002614,53,,No,1,Graduate,No,98540,599301,Yes,698,Semiurban,Good,12,No
LP002630,18,Male,No,0,Not Graduate,,84090,937427,Yes,522,Rural,Medium,12,Yes
LP002635,28,Female,Yes,5,Not Graduate,No,32538,667519,Yes,644,Semiurban,Medium,17,No
LP002639,20,Male,Yes,1,Graduate,No,69552,330033,Yes,661,Rural,Good,24,No
LP002644,44,Male,Yes,4,Graduate,Yes,81559,618263,Yes,752,Urban,Good,20,No
LP002651,47,Male,Yes,3,Graduate,,61290,770135,No,532,Urban,Medium,29,Yes
LP002654,28,Female,No,5,Graduate,Yes,82079,519542,Yes,607,Rural,Medium,43,No
LP002657,56,,Yes,5,Not Graduate,Yes,29170,705859,Yes,853,Rural,Good,16,No
LP002711,46,Male,Yes,4,Graduate,No,33725,698557,Yes,771,Semiurban,Good,18,No
LP002712,57,Male,No,4,Not Graduate,No,62032,650599,Yes,780,Semiurban,Good,9,No
LP002721,29,Male,Yes,3,Graduate,Yes,98044,514905,Yes,700,Rural,Good,47,No
LP002735,43,Male,Yes,0,Not Graduate,No,20744,484332,Yes,653,Rural,Good,14,No
LP002744,58,Male,Yes,5,Graduate,No,74718,487542,Yes,879,Rural,Good,46,No
LP002745,30,Male,Yes,5,Graduate,No,52493,299701,Yes,891,Semiurban,Good,35,No
LP002746,53,Male,No,2,Graduate,No,67115,533764,Yes,678,Urban,Good,41,No
LP002747,49,Female,No,5,Graduate,No,30054,351494,No,327,Rural,Bad,6,Yes
LP002754,43,Male,No,5,Graduate,No,64352,890731,Yes,638,Urban,Medium,20,No
LP002759,59,Male,Yes,1,Graduate,No,98931,107193,Yes,718,Rural,Good,29,No
LP002760,38,Female,No,1,Graduate,No,51880,739027,Yes,729,Urban,Good,25,No
LP002766,53,Female,Yes,4,Graduate,No,80885,823274,Yes,735,Semiurban,Good,44,No
LP002769,42,Female,Yes,4,Graduate,No,37648,452299,Yes,710,Rural,Good,32,No
LP002774,42,Male,Yes,1,Not Graduate,No,58873,835054,No,793,Urban,Good,20,Yes
LP002775,37,,No,1,Not Graduate,No,96394,363004,Yes,605,Rural,Medium,32,No
LP002781,21,Male,No,3,Graduate,No,34739,926762,Yes,895,Urban,Good,9,No
LP002782,51,Male,Yes,4,Graduate,No,64888,255876,Yes,803,Rural,Good,9,No
LP002786,36,Female,Yes,2,Not Graduate,No,65036,441745,Yes,775,Urban,Good,25,No
LP002790,26,Male,Yes,3,Graduate,No,74384,351102,Yes,618,Urban,Medium,26,No
LP002791,47,Male,No,5,Graduate,,45477,130655,Yes,638,Semiurban,Medium,25,No
LP002793,45,Male,Yes,4,Graduate,No,53985,881765,Yes,709,Rural,Good,34,No
LP002802,24,Male,No,4,Graduate,No,29313,127392,No,618,Semiurban,Medium,36,Yes
LP002803,43,Male,Yes,3,Not Graduate,,91668,783811,Yes,884,Semiurban,Good,34,No
LP002805,60,Male,Yes,2,Graduate,No,32377,755903,Yes,705,Urban,Good,5,No
LP002806,32,Male,Yes,1,Graduate,Yes,20608,286455,Yes,736,Rural,Good,25,No
LP002816,51,Male,Yes,2,Graduate,No,40308,211040,Yes,615,Semiurban,Medium,13,No
LP002823,53,Male,Yes,0,Graduate,No,68319,207569,Yes,731,Rural,Good,11,No
LP002825,45,Male,Yes,3,Graduate,No,77117,553678,Yes,679,Urban,Good,17,No
LP002826,38,Female,Yes,1,Not Graduate,No,94983,445721,Yes,803,Urban,Good,22,No
LP002843,60,Female,Yes,5,Graduate,No,63654,959156,Yes,651,Semiurban,Good,35,No
LP002849,56,Male,Yes,3,Graduate,No,92066,127983,Yes,869,Semiurban,Good,34,No
LP002850,54,Male,No,3,Graduate,No,85336,497030,Yes,862,Urban,Good,47,No
LP002853,26,Female,No,2,Not Graduate,No,55781,685900,Yes,767,Urban,Good,34,No
LP002856,43,Male,Yes,3,Graduate,No,48963,683112,Yes,786,Urban,Good,42,No
LP002857,40,Male,Yes,4,Graduate,Yes,26986,988850,Yes,830,Rural,Good,36,No
LP002858,57,Female,No,2,Graduate,No,91401,777888,No,726,Rural,Good,7,Yes
LP002860,60,Male,Yes,4,Graduate,Yes,87284,238738,Yes,772,Semiurban,Good,26,No
LP002867,36,Male,No,0,Graduate,Yes,31196,588608,Yes,850,Rural,Good,19,No
LP002869,45,Male,Yes,4,Not Graduate,No,63617,421266,Yes,599,Rural,Medium,17,Yes
LP002870,33,Male,Yes,2,Graduate,No,30186,360509,Yes,654,Urban,Good,5,No
LP002876,41,Male,No,5,Graduate,No,37727,826661,Yes,894,Rural,Good,45,No
LP002878,48,Male,Yes,0,Graduate,No,49780,467549,Yes,607,Urban,Medium,39,No
LP002879,23,Male,Yes,4,Graduate,No,96201,996625,No,846,Rural,Good,22,Yes
LP002885,21,Male,No,5,Not Graduate,No,69111,684395,Yes,821,Urban,Good,5,No
LP002890,54,Male,Yes,1,Not Graduate,No,67004,330435,Yes,808,Urban,Good,42,No
LP002891,49,Male,Yes,4,Graduate,Yes,22457,147161,Yes,658,Rural,Good,42,No
LP002899,30,Male,Yes,2,Graduate,No,25599,139318,Yes,662,Rural,Good,44,No
LP002901,39,Male,No,0,Graduate,No,45040,427308,Yes,841,Rural,Good,36,No
LP002907,53,Male,Yes,4,Graduate,No,49994,450986,Yes,684,Urban,Good,16,No
LP002920,27,Male,Yes,1,Graduate,No,73832,387420,Yes,729,Rural,Good,7,No
LP002921,27,Male,Yes,2,Not Graduate,No,83570,407383,No,672,Semiurban,Good,20,No
LP002932,49,Male,Yes,4,Graduate,No,39891,104622,Yes,653,Urban,Good,32,No
LP002935,35,Male,Yes,4,Graduate,No,28189,698013,Yes,876,Urban,Good,10,No
LP002952,37,Male,No,4,Graduate,No,74662,686027,Yes,707,Urban,Good,43,No
LP002954,27,Male,Yes,5,Not Graduate,No,39246,470942,Yes,620,Rural,Medium,7,No
LP002962,18,Male,No,1,Graduate,No,31361,745134,Yes,885,Semiurban,Good,33,No
LP002965,58,Female,Yes,2,Graduate,No,70250,775798,Yes,716,Urban,Good,10,No
LP002969,45,Male,Yes,0,Graduate,No,76716,482646,Yes,739,Semiurban,Good,6,No
LP002971,28,Male,Yes,0,Not Graduate,Yes,91473,643710,Yes,631,Urban,Medium,36,No
LP002975,46,Male,Yes,2,Graduate,No,82832,191806,Yes,697,Urban,Good,16,No
LP002980,40,Male,No,0,Graduate,No,40912,160512,Yes,790,Semiurban,Good,5,No
LP002986,31,Male,Yes,4,Graduate,No,77945,817294,Yes,889,Rural,Good,28,Yes
LP002989,24,Male,No,2,Graduate,Yes,25808,789453,Yes,821,Rural,Good,15,No
